latitude;longitude
-8,079333915;-34,92404951
-8,079389432;-34,92340244
-8,077029637;-34,92400682
-8,078218122;-34,92367146
-8,077776542;-34,92380102
-8,077326976;-34,92393293
-8,07918463;-34,92345895
-8,107482844;-34,96200331
-8,107413807;-34,96150792
-8,107304538;-34,96104737
-8,109630019;-34,96094419
-8,013204198;-34,95666834
-8,013369104;-34,95662508
-8,013171627;-34,95677048
-8,10745322;-34,9618332
-8,107533106;-34,96219066
-7,991686335;-34,91749044
-7,991686334;-34,91749044
-8,013213938;-34,95636743
-8,012974169;-34,956466
-8,10845121;-34,96001187
-8,106283764;-34,96124807
-8,106315509;-34,96280955
-8,103938892;-34,96238098
-8,097691259;-34,96220308
-8,103882541;-34,96275247
-7,989558243;-34,92413784
-7,988267418;-34,92358937
-7,986052059;-34,92367948
-8,012558405;-34,95267995
-8,012596292;-34,95316247
-8,013075413;-34,95601443
-7,986897336;-34,9241472
-7,985582052;-34,91778328
-7,98466023;-34,91692738
-7,987198373;-34,92469042
-7,986580525;-34,92490183
-8,10548137;-34,91506633
-8,105207013;-34,91506005
-8,012554485;-34,95579223
-7,984232111;-34,91694157
-8,125730007;-34,94774844
-8,072964028;-34,92486296
-8,073340407;-34,92435091
-8,073223695;-34,92432086
-8,072956619;-34,92524544
-8,116084544;-34,95720053
-8,115927628;-34,95713525
-8,00739005;-34,95775725
-8,008546798;-34,95436698
-8,010620151;-34,95292323
-8,042330298;-34,8793656
-8,012293148;-34,95619369
-7,99121447;-34,91717163
-8,129020384;-34,94908621
-8,041439284;-34,8798152
-8,016430654;-34,91124309
-8,037797722;-34,88090876
-8,106843665;-34,95177532
-7,994879224;-34,91893925
-7,992112908;-34,91714988
-7,992723993;-34,91783486
-7,992572009;-34,91766184
-7,993090156;-34,91820707
-7,991737272;-34,91749454
-7,99157942;-34,91731839
-7,973113249;-34,9167082
-8,102154376;-34,9385244
-8,102438522;-34,93852039
-8,074660765;-34,88718929
-8,10551671;-34,94959397
-8,058694783;-34,95582343
-8,015197267;-34,89992777
-7,935350123;-34,93407321
-7,95001455;-34,94950494
-8,118980534;-34,9354992
-8,118618872;-34,93515789
-8,119216779;-34,9355537
-8,118746632;-34,93580051
-8,117696456;-34,93491174
-8,013773888;-34,90101004
-8,119598147;-34,93514555
-8,119467055;-34,93501913
-7,944423187;-34,98558711
-8,117618383;-34,93464474
-8,106530309;-34,95418335
-7,971185995;-34,91540007
-8,108649156;-34,94892939
-8,07769524;-34,92441227
-8,077703252;-34,92444703
-8,016775196;-34,92024039
-8,043748241;-34,90494328
-8,102563262;-34,9383691
-7,947276954;-34,91030105
-7,949408246;-34,91235473
-7,948532429;-34,9127653
-7,94827527;-34,91214539
-8,038830957;-34,92397144
-8,038694937;-34,92414064
-7,996989672;-34,91896772
-8,038790992;-34,92449605
-8,04703605;-34,85878161
-8,091072891;-34,87973237
-8,038645078;-34,92468326
-8,038431103;-34,92448817
-8,024069541;-34,90549001
-7,994614012;-34,90862928
-8,143133591;-34,91718673
-8,14325486;-34,91702774
-8,126632446;-34,9606428
-7,974718378;-34,9191069
-7,990297933;-34,91795189
-8,075605433;-34,91276942
-8,074857273;-34,91271879
-8,074864875;-34,91266711
-7,98815056;-34,93062576
-7,98809593;-34,93074213
-7,98807573;-34,93079162
-8,098999188;-34,90898211
-8,100864882;-34,90844528
-8,099504904;-34,90880173
-8,100625142;-34,90850254
-8,100386688;-34,90855949
-8,100145982;-34,90861844
-8,100178704;-34,9076483
-8,09968315;-34,9077007
-8,099359301;-34,90773495
-8,022114306;-34,87659605
-8,021617981;-34,87616996
-8,021931299;-34,87670416
-8,021983719;-34,87710658
-8,022562633;-34,87679393
-8,022511562;-34,87812175
-8,022955295;-34,87786847
-8,021095448;-34,87500948
-8,025832775;-34,96747098
-8,026203022;-34,9677731
-8,088518395;-34,89138132
-8,017021151;-34,93781734
-8,118165221;-34,93741656
-8,118915661;-34,93592449
